"","ï..UDI","Product.ID","Type","Air.temperature","Process.temperature","Rotational.speed","Torque","Tool.wear","Machine.failure"
"9138",9138,"L56317","L",297.7,308.7,1731,28.4,104,0
"7525",7525,"L54704","L",300.2,311.5,1639,31.1,31,0
"9434",9434,"M24293","M",298,308.7,1430,51.9,47,0
"5741",5741,"M20600","M",302.3,311.7,1535,38.3,5,0
"5408",5408,"L52587","L",302.7,312.4,1954,24.8,13,0
"5598",5598,"L52777","L",302.7,312,1501,37,77,0
"2068",2068,"L49247","L",299.7,309.6,1553,36.8,174,0
"6886",6886,"L54065","L",300.8,311.2,1397,48.7,111,0
"5508",5508,"L52687","L",302.8,312.1,1520,39.9,48,0
"23",23,"M14882","M",298.9,309.3,1581,30.7,65,0
"6042",6042,"M20901","M",300.7,311,1418,49.3,106,0
"90",90,"M14949","M",298.9,308.9,1487,39.5,30,0
"5424",5424,"L52603","L",302.6,312.3,1647,31.8,52,0
"6204",6204,"L53383","L",301,310.9,1404,41.8,71,0
"7289",7289,"M22148","M",300.2,310.6,1983,20.8,83,0
"2820",2820,"L49999","L",300.2,309.5,1356,51.1,133,0
"6417",6417,"H35830","H",300.4,310.1,1484,38,198,0
"5679",5679,"M20538","M",302.2,311.7,1584,36.2,63,0
"1256",1256,"H30669","H",297.5,308.9,1419,50.7,7,0
"6755",6755,"L53934","L",301.8,311.1,1495,36.9,197,0
"3102",3102,"H32515","H",299.8,309,1467,37.3,193,0
"4098",4098,"L51277","L",301.9,310.4,1518,34.1,155,0
"992",992,"M15851","M",296.1,307,1523,42,164,0
"5895",5895,"L53074","L",301.2,310.9,1597,37.9,164,0
"2857",2857,"H32270","H",300.5,309.3,1471,45.2,223,0
"2903",2903,"M17762","M",300.6,309.4,1541,35.2,105,0
"9681",9681,"L56860","L",299.1,310.1,1894,24.2,22,0
"9848",9848,"L57027","L",298.4,309.1,1362,46.1,37,0
"3047",3047,"M17906","M",300.2,309.4,1501,40,48,0
"8245",8245,"L55424","L",299,310.4,1512,38.8,109,0
"8749",8749,"L55928","L",297.3,308.5,1384,39.6,144,0
"6616",6616,"L53795","L",301.7,310.6,1545,42.1,68,0
"2465",2465,"M17324","M",298.9,308.5,1534,42.9,121,0
"375",375,"L47554","L",297.4,308.3,1431,43,113,0
"9241",9241,"M24100","M",298.1,308.7,1362,49.6,158,0
"8140",8140,"L55319","L",299.5,310.8,1571,38.2,74,0
"9404",9404,"L56583","L",297.7,308.1,1697,29.1,179,0
"149",149,"M15008","M",298.3,308.3,1379,48,181,0
"6980",6980,"L54159","L",300.9,311.2,1353,60.4,139,0
"2517",2517,"L49696","L",298.8,308.5,1736,29,31,0
"8065",8065,"L55244","L",300.5,311.8,1596,34.8,87,0
"2283",2283,"L49462","L",299.4,308.7,1459,47.6,96,0
"2652",2652,"L49831","L",299.9,309.5,2008,20.4,165,0
"9558",9558,"M24417","M",299.5,310.8,1507,40.2,156,0
"2985",2985,"L50164","L",300.6,309.7,1639,30.4,121,0
"9218",9218,"L56397","L",297.8,308.8,1421,49.6,101,0
"7947",7947,"L55126","L",300.8,311.6,1516,35.6,14,0
"627",627,"L47806","L",298.4,310.1,1533,35.2,92,0
"9528",9528,"L56707","L",299.1,310.4,1550,43.9,79,0
"2720",2720,"L49899","L",299.5,309.2,1690,29.2,108,0
"8996",8996,"L56175","L",297.2,308,1474,43.7,162,0
"3627",3627,"M18486","M",302.2,311.5,1360,53,36,0
"9151",9151,"M24010","M",297.5,308.6,1347,57,132,0
"4005",4005,"L51184","L",302,311.1,1373,55.7,157,0
"795",795,"H30208","H",296.9,307.9,1547,32.6,79,0
"9730",9730,"L56909","L",298.7,309.8,1695,29,145,0
"8433",8433,"L55612","L",298.8,310,1537,39.9,190,0
"43",43,"M14902","M",298.8,309.1,1368,49.1,117,0
"516",516,"L47695","L",297.5,309.2,1715,28,30,0
"9615",9615,"M24474","M",299.1,310.3,1441,43.9,94,0
"5730",5730,"M20589","M",302.3,311.8,1463,35.7,197,0
"9056",9056,"H38469","H",297.3,308.4,1864,23.1,90,0
"6067",6067,"L53246","L",301,311,1804,25.8,174,0
"9957",9957,"M24816","M",298.2,307.8,1578,34.5,127,0
"5593",5593,"L52772","L",302.5,311.9,1437,46.7,65,0
"8739",8739,"L55918","L",297.3,308.7,1531,36.7,116,0
"2593",2593,"L49772","L",298.9,308.6,1539,45.4,4,0
"2707",2707,"M17566","M",299.6,309.1,1560,37.1,73,0
"6244",6244,"L53423","L",301,310.4,2204,16.6,175,0
"818",818,"L47997","L",296.8,307.6,1368,52,140,0
"6919",6919,"L54098","L",301,311.5,1559,31.8,195,0
"7278",7278,"L54457","L",300.1,310.2,1475,54.2,53,0
"8084",8084,"L55263","L",300.1,311.4,1438,42.2,139,0
"9346",9346,"L56525","L",298.2,308.8,1442,47,18,0
"4420",4420,"M19279","M",302.6,310.2,2676,10.8,84,1
"7799",7799,"L54978","L",300,311.5,1812,28.3,94,0
"105",105,"L47284","L",298.8,308.7,1450,43.4,66,0
"1073",1073,"M15932","M",297,307.9,1414,46.2,165,0
"9629",9629,"H39042","H",299,310,1569,34.3,132,0
"1419",1419,"L48598","L",298.8,309.9,1320,47.4,210,0
"1465",1465,"L48644","L",298.8,310,1412,46.3,107,0
"6371",6371,"L53550","L",300.1,309.6,1321,46.9,75,0
"5726",5726,"M20585","M",302.3,311.8,1557,34.1,185,0
"5532",5532,"M20391","M",302.3,311.7,1504,37.3,107,0
"504",504,"M15363","M",297.6,309.2,1442,48.1,0,0
"5064",5064,"H34477","H",304,312.9,1495,46.6,0,0
"2106",2106,"L49285","L",299.3,309.1,1495,44,55,0
"6263",6263,"L53442","L",301,310.6,1641,33.4,12,0
"1204",1204,"H30617","H",297,308.1,1410,47.6,79,0
"5724",5724,"M20583","M",302.3,311.8,1475,48,180,0
"6399",6399,"L53578","L",300.1,309.7,1351,58.2,155,0
"1601",1601,"M16460","M",297.8,307.8,1543,43.7,8,0
"3138",3138,"L50317","L",300.4,309.9,1567,36.5,72,0
"1562",1562,"L48741","L",298.2,308.4,1388,53.8,137,0
"2356",2356,"M17215","M",299.3,308.5,1305,60.6,44,0
"6870",6870,"L54049","L",301,311.2,1412,42.1,64,0
"1906",1906,"L49085","L",297.9,307.6,1687,29.1,176,0
"5915",5915,"L53094","L",300.7,310.3,1592,36,14,0
"3052",3052,"L50231","L",300.2,309.3,1366,49.3,59,0
"3440",3440,"L50619","L",301.4,310.3,1492,41.4,195,0
"8015",8015,"L55194","L",300.9,312,1500,44.2,188,0
"5637",5637,"L52816","L",302.6,312,1447,45.5,173,0
"807",807,"M15666","M",297,307.9,1422,53,115,0
"7960",7960,"L55139","L",301,312.1,1585,32.3,50,0
"9121",9121,"L56300","L",297.4,308.4,1525,38.7,62,0
"5269",5269,"L52448","L",303.4,312.9,1389,54.1,109,0
"8825",8825,"M23684","M",297.3,308.9,1799,24.5,137,0
"1108",1108,"M15967","M",296.7,307.5,1515,42.1,55,0
"8926",8926,"M23785","M",297.2,308.2,1405,42.5,204,0
"2681",2681,"L49860","L",299.8,309.5,1641,27.1,16,0
"7337",7337,"H36750","H",299.9,310.5,1549,42.8,208,0
"3317",3317,"M18176","M",301.4,310.5,1217,60.6,103,0
"1365",1365,"L48544","L",298.7,310.2,1566,33.1,68,0
"2539",2539,"L49718","L",299.1,308.8,1429,50.1,84,0
"659",659,"L47838","L",297.7,309.1,1562,36.8,172,0
"5908",5908,"H35321","H",300.8,310.4,1419,46.4,200,0
"5766",5766,"L52945","L",301.7,311.3,1708,30.5,77,0
"1162",1162,"L48341","L",297,307.8,1316,61.2,200,1
"2930",2930,"M17789","M",300.8,309.7,1482,39,171,0
"8484",8484,"L55663","L",298.3,309.4,1618,31.5,108,0
"6969",6969,"L54148","L",300.9,311.2,1789,25.5,114,0
"6024",6024,"M20883","M",300.7,310.9,1369,51.2,63,0
"4669",4669,"H34082","H",303.3,311.4,1692,27.9,55,0
"9983",9983,"M24842","M",298.7,308.4,1507,45.7,192,0
"5459",5459,"L52638","L",303.1,312.6,1514,42.1,138,0
"608",608,"M15467","M",298,309.9,1565,33.9,40,0
"4295",4295,"M19154","M",301.7,310.1,1743,27.3,210,0
"1060",1060,"M15919","M",296.7,307.9,1874,21.3,130,0
"6336",6336,"M21195","M",300.4,309.8,1430,43.4,198,0
"8255",8255,"M23114","M",299,310.4,1625,37.1,131,0
"5051",5051,"H34464","H",304,313,1701,30.4,171,0
"5274",5274,"L52453","L",303.6,313.1,1395,44.1,120,0
"603",603,"L47782","L",297.9,309.8,2000,21.3,29,0
"2177",2177,"M17036","M",299.6,309.3,1387,48.3,25,0
"2966",2966,"M17825","M",300.7,309.5,1838,24.9,66,0
"1446",1446,"L48625","L",299,310.1,1618,29.2,62,0
"2224",2224,"L49403","L",299.6,309,1413,48.5,153,0
"2164",2164,"L49343","L",299.6,309.2,1422,39.8,219,0
"544",544,"H29957","H",297.5,309.3,1563,36.1,100,0
"7841",7841,"L55020","L",300.2,311.6,1606,31,199,0
"5661",5661,"L52840","L",302.2,311.4,1477,41.7,15,0
"8936",8936,"L56115","L",297.4,308.3,1801,26.9,11,0
"5223",5223,"L52402","L",303.9,313.1,1665,29.6,0,0
"3708",3708,"M18567","M",302.1,311.3,1497,38.4,28,0
"59",59,"M14918","M",298.8,309,1661,29.5,162,0
"2642",2642,"H32055","H",299.8,309.5,1420,46.7,136,0
"9682",9682,"M24541","M",299.1,310.1,1412,44.4,24,0
"3815",3815,"M18674","M",302.1,310.6,1326,59.1,88,1
"6541",6541,"M21400","M",301.4,310.7,1368,63.7,92,1
"8257",8257,"H37670","H",299,310.5,1336,56.8,136,0
"9577",9577,"L56756","L",299.6,310.7,1922,23.3,205,1
"9684",9684,"M24543","M",299,310,1338,56.4,29,0
"9888",9888,"L57067","L",298.8,309.5,1368,44.7,147,0
"6025",6025,"L53204","L",300.7,310.9,1356,65.3,66,1
"5228",5228,"L52407","L",303.9,313.1,1440,41.1,12,0
"3851",3851,"M18710","M",302.3,311,1421,41.3,182,0
"7384",7384,"M22243","M",299.7,310.4,1410,44.5,105,0
"919",919,"M15778","M",295.3,305.7,1473,38.5,189,0
"5824",5824,"L53003","L",301.2,311,1544,39.3,217,0
"7873",7873,"L55052","L",300.6,312.3,1532,37.2,54,0
"5258",5258,"L52437","L",303.5,313,1482,38.5,82,0
"3086",3086,"L50265","L",300.1,309.2,1441,42.9,148,0
"9184",9184,"L56363","L",297.9,309.1,1543,36.6,20,0
"8286",8286,"L55465","L",298.9,310.6,1387,52.7,2,0
"772",772,"H30185","H",296.8,308,1311,58.6,19,0
"3999",3999,"L51178","L",302.1,311,1586,35.1,142,0
"4394",4394,"M19253","M",302.2,310.1,1572,34.6,17,0
"896",896,"M15755","M",295.6,306.2,1435,51.6,126,0
"4455",4455,"L51634","L",302.4,310.1,1401,48.8,177,0
"5986",5986,"L53165","L",300.7,310.7,1314,42.4,198,0
"364",364,"L47543","L",297.6,308.3,1438,47.8,84,0
"8719",8719,"L55898","L",297.2,308.7,1509,39.3,66,0
"7112",7112,"M21971","M",300.8,310.4,1450,39.4,62,0
"1102",1102,"H30515","H",296.7,307.5,1607,33.6,38,0
"7666",7666,"L54845","L",300.5,311.6,1497,40.5,180,0
"518",518,"M15377","M",297.5,309.4,1391,58.2,34,0
"6216",6216,"L53395","L",301.1,310.8,1521,41,99,0
"3410",3410,"M18269","M",301.2,310.4,1697,30,120,0
"8317",8317,"L55496","L",298.8,309.8,1463,40,90,0
"3533",3533,"L50712","L",301.9,310.9,1486,40.3,6,0
"1095",1095,"L48274","L",296.9,307.5,1354,44.4,16,0
"4839",4839,"H34252","H",303.3,311.8,1649,29.4,49,0
"2134",2134,"H31547","H",299.3,309,1732,29.7,141,0
"468",468,"L47647","L",297.2,308.5,2182,16.5,127,0
"2999",2999,"L50178","L",300.5,309.7,1616,34.5,155,0
"8296",8296,"L55475","L",298.9,310.4,1739,26.3,30,0
"3268",3268,"L50447","L",301.3,310,1550,41.5,197,0
"9908",9908,"M24767","M",298.6,309.1,1487,43.2,206,0
"2061",2061,"L49240","L",299.6,309.5,1803,27.7,159,0
"4897",4897,"M19756","M",303.7,312.4,1642,32.3,206,0
"768",768,"L47947","L",296.9,308,1546,31.1,11,0
"9178",9178,"L56357","L",297.9,309.1,1504,43,4,0
"4101",4101,"L51280","L",302,310.4,1895,23.2,161,0
"1613",1613,"M16472","M",297.9,307.9,1540,39.8,38,0
"3757",3757,"L50936","L",302.3,311.1,1546,33.1,156,0
"6739",6739,"H36152","H",301.8,311.1,1463,50.1,149,0
"9598",9598,"L56777","L",298.9,310.1,1510,38,52,0
"4244",4244,"M19103","M",302.4,310.9,1435,42.3,83,0
"5311",5311,"L52490","L",303.8,313,1427,43,0,0
"313",313,"L47492","L",297.9,308.6,1468,36,168,0
"5401",5401,"L52580","L",302.7,312.4,1477,46.3,251,1
"9876",9876,"M24735","M",298.9,309.8,1363,50.6,115,0
"440",440,"M15299","M",297.4,308.3,1535,34.6,51,0
"6378",6378,"L53557","L",300.1,309.6,1541,37,96,0
"2790",2790,"H32203","H",300.3,309.5,1438,44,59,0
"3245",3245,"M18104","M",301,309.6,1397,48,135,0
"843",843,"M15702","M",296.6,307.5,1566,35,201,0
"1663",1663,"H31076","H",298.2,307.9,1462,45.5,171,0
"5342",5342,"H34755","H",303.5,312.8,1404,55.8,84,0
"1045",1045,"L48224","L",296.5,307.6,1512,43.6,92,0
"7782",7782,"L54961","L",300.4,311.7,1513,40,51,0
"7967",7967,"L55146","L",301,312.2,1602,35.9,67,0
"2264",2264,"M17123","M",299.2,308.4,1529,43,50,0
"4125",4125,"L51304","L",302.1,310.6,1385,53.6,5,0
"3616",3616,"M18475","M",301.8,311.1,1647,31.6,6,0
"1814",1814,"L48993","L",298.1,307.7,1479,45,136,0
"2385",2385,"M17244","M",299.1,308.3,1506,38,125,0
"1872",1872,"L49051","L",298.3,308.1,1840,21.5,88,0
"6184",6184,"H35597","H",301,310.9,1495,37.3,21,0
"9210",9210,"M24069","M",298,309,1393,55.9,79,0
"8490",8490,"L55669","L",298.4,309.4,1461,46.3,121,0
"9987",9987,"M24846","M",298.8,308.6,1507,42.3,207,0
"4258",4258,"M19117","M",302.6,311,1589,39,122,0
"1173",1173,"L48352","L",297.1,308.1,1446,36.6,227,0
"6102",6102,"L53281","L",300.7,310.6,1616,29.6,47,0
"3071",3071,"L50250","L",300,309.1,1631,28.3,110,0
"3360",3360,"L50539","L",301.5,310.6,1525,41.9,204,0
"1853",1853,"M16712","M",297.6,307.1,1526,39.1,39,0
"2471",2471,"L49650","L",298.9,308.5,1467,44.7,136,0
"4133",4133,"M18992","M",301.8,310.3,1409,52.5,26,0
"7489",7489,"L54668","L",300.3,311.7,1545,43.5,160,0
"971",971,"L48150","L",295.8,306.5,1568,35.1,111,0
"7245",7245,"L54424","L",300,310.2,1760,26.9,193,0
"8364",8364,"L55543","L",298.8,309.7,1582,45,11,0
"735",735,"H30148","H",297,308.4,1305,54.6,168,0
"6034",6034,"L53213","L",300.6,310.9,1471,37.9,86,0
"5778",5778,"L52957","L",301.6,311.1,1408,44.4,106,0
"4675",4675,"L51854","L",303.4,311.5,1414,44.8,71,0
"1201",1201,"M16060","M",296.9,308,1430,55.9,71,0
"764",764,"L47943","L",296.7,307.8,1400,47.5,3,0
"9731",9731,"L56910","L",298.8,310,1528,36.7,147,0
"5695",5695,"L52874","L",302.4,311.8,1508,45.7,108,0
"794",794,"M15653","M",296.8,307.9,1683,31.8,76,0
"9228",9228,"L56407","L",298,309.1,1473,44.3,124,0
"6686",6686,"L53865","L",301.6,310.9,1532,43.6,15,0
"2750",2750,"M17609","M",299.7,309.2,1685,28.9,179,1
"1762",1762,"L48941","L",298.1,307.6,1950,20.3,202,0
"5594",5594,"L52773","L",302.6,311.9,1354,48,67,0
"9063",9063,"L56242","L",297.2,308.3,1576,35.3,113,0
"8713",8713,"L55892","L",297.2,308.6,1652,32.1,52,0
"7758",7758,"M22617","M",300.3,311.7,1723,28.3,193,0
"5633",5633,"L52812","L",302.7,312.2,1376,52.8,164,0
"5557",5557,"H34970","H",302.5,312,1357,42,179,0
"1078",1078,"L48257","L",296.8,307.6,1547,36.5,179,0
"1428",1428,"L48607","L",298.7,309.8,1394,40.3,11,0
"2070",2070,"H31483","H",299.7,309.6,1553,41,179,0
"7277",7277,"M22136","M",300.1,310.3,1350,48.8,50,0
"2677",2677,"L49856","L",299.7,309.3,1592,34.2,8,0
"8334",8334,"M23193","M",298.8,309.7,1477,48.5,138,0
"548",548,"M15407","M",297.5,309.4,1482,39.3,112,0
"4200",4200,"M19059","M",302.5,311.1,1638,32,198,0
"6828",6828,"M21687","M",301,310.9,1515,41.8,170,0
"5345",5345,"L52524","L",303.4,312.8,1360,50.8,94,0
"8045",8045,"L55224","L",300.7,311.8,1441,38.1,34,0
"7422",7422,"M22281","M",300.1,311.4,1342,48.5,203,0
"1003",1003,"L48182","L",296.3,307.2,1646,35,192,0
"3902",3902,"H33315","H",302.2,311.1,1553,34.1,89,0
"8642",8642,"M23501","M",297.6,308.5,1360,48.6,77,0
"8039",8039,"L55218","L",300.7,311.8,1486,47.3,19,0
"714",714,"L47893","L",297.4,308.6,1439,46.4,114,0
"8427",8427,"L55606","L",299.1,310.5,1628,35.9,174,0
"4186",4186,"L51365","L",302.2,310.6,1348,48.4,161,1
"9891",9891,"L57070","L",298.8,309.5,1645,32.8,157,0
"2181",2181,"H31594","H",299.6,309.2,1597,36.3,35,0
"8522",8522,"L55701","L",298.4,309.5,1376,50.4,202,0
"6994",6994,"M21853","M",300.7,311,1740,25.6,176,0
"7706",7706,"L54885","L",300.5,311.5,1316,49.7,55,0
"3534",3534,"L50713","L",302,311,1563,36.2,8,0
"845",845,"L48024","L",296.5,307.5,1566,35.1,206,0
"1279",1279,"L48458","L",298.2,309.4,1398,52.9,79,0
"8849",8849,"M23708","M",297.5,308.9,1436,44.8,2,0
"3564",3564,"M18423","M",301.8,310.7,1465,35.8,82,0
"2569",2569,"L49748","L",299.6,309.2,1450,43.1,160,0
"2157",2157,"M17016","M",299.4,308.9,1457,41.5,201,0
"9907",9907,"M24766","M",298.6,309.1,1587,37.3,203,0
"5894",5894,"M20753","M",301.3,311,1410,52.7,161,0
"9107",9107,"L56286","L",297.4,308.3,1854,21.8,24,0
"3207",3207,"M18066","M",300.1,309,1612,33,34,0
"4260",4260,"L51439","L",302.7,311.2,1545,35.1,128,0
"9256",9256,"L56435","L",298.2,309,1651,31.5,197,0
"5607",5607,"L52786","L",302.9,312.2,1729,23.6,96,0
"9349",9349,"L56528","L",298.2,308.7,1436,49.1,26,0
"4454",4454,"L51633","L",302.4,310.2,1400,53.7,175,0
"6309",6309,"M21168","M",300.8,310.1,1686,26.9,128,0
"8820",8820,"H38233","H",297.4,308.7,1349,48.9,120,0
"4929",4929,"L52108","L",303.5,312.3,1584,35.2,74,0
"3191",3191,"L50370","L",300.1,309.2,1599,30.1,216,0
"6032",6032,"L53211","L",300.6,310.7,1455,40.6,82,0
"7752",7752,"M22611","M",300.4,311.7,1398,42.6,176,0
"9535",9535,"L56714","L",299.3,310.6,1443,45.7,97,0
"9323",9323,"M24182","M",298.5,309.3,1512,38.1,170,0
"2259",2259,"L49438","L",299.1,308.2,1319,60.3,36,0
"5585",5585,"L52764","L",302.4,311.9,1578,29.9,44,0
"256",256,"L47435","L",298,308.2,1489,40.4,11,0
"2809",2809,"L49988","L",299.9,309.3,1471,41.8,109,0
"7115",7115,"H36528","H",300.9,310.4,1457,43.8,69,0
"3595",3595,"M18454","M",301.6,310.4,1452,45.7,164,0
"4271",4271,"L51450","L",302.6,310.9,1331,52,154,1
"4264",4264,"L51443","L",302.6,311,1620,36.2,139,0
"7443",7443,"L54622","L",300,311.5,1601,36.9,35,0
"3028",3028,"L50207","L",300.5,309.5,1777,23.6,0,0
"5129",5129,"L52308","L",304.2,313.4,1434,42.5,175,0
"8392",8392,"L55571","L",298.6,309.6,1423,42.7,82,0
"782",782,"L47961","L",296.8,308,1675,29.7,46,0
"9995",9995,"L57174","L",298.8,308.3,1634,27.9,12,0
"4594",4594,"L51773","L",303,311.2,1409,41.9,98,0
"5670",5670,"M20529","M",302.2,311.5,1479,39.5,36,0
"4088",4088,"L51267","L",301.9,310.4,1376,54.9,126,1
"4269",4269,"L51448","L",302.7,311,1694,29.8,150,0
"470",470,"M15329","M",297.3,308.8,1586,32.7,131,0
"648",648,"L47827","L",297.7,309.3,1559,36.9,145,0
"6306",6306,"M21165","M",301.1,310.5,1603,32.6,121,0
"1004",1004,"L48183","L",296.2,307.1,1444,46.7,194,0
"2414",2414,"L49593","L",299,308.5,1886,23,198,0
"4681",4681,"L51860","L",303.6,311.7,1491,39.8,92,0
"1721",1721,"L48900","L",298.2,307.7,1459,44.5,89,0
"9794",9794,"H39207","H",298.5,309.4,1414,46.7,102,0
"6658",6658,"L53837","L",301.4,310.3,1374,47.6,176,0
"4913",4913,"L52092","L",303.5,312.2,1511,37.1,27,0
"8288",8288,"L55467","L",298.9,310.6,1585,38.1,7,0
"4921",4921,"L52100","L",303.4,312.2,1337,69.4,52,1
"7333",7333,"M22192","M",299.8,310.3,1805,23.7,198,0
"1765",1765,"H31178","H",298.2,307.6,1318,55.7,0,0
"4335",4335,"L51514","L",301.6,309.8,1472,42.5,91,0
"8905",8905,"L56084","L",297.4,308.7,1584,38.2,154,0
"8229",8229,"M23088","M",299.1,310.4,1422,49.3,69,0
"8294",8294,"M23153","M",298.9,310.4,1533,44.4,24,0
"157",157,"M15016","M",298.4,308.1,1495,46,203,0
"1688",1688,"L48867","L",297.9,307.3,1502,36.7,12,0
"5737",5737,"M20596","M",302.4,311.9,1439,36.6,212,0
"2008",2008,"L49187","L",298.6,308.4,1562,34.4,25,0
"9573",9573,"M24432","M",299.7,310.8,1405,47.6,192,0
"6948",6948,"M21807","M",300.7,311.3,1562,37.1,58,0
"679",679,"M15538","M",297.8,309.2,1295,61.2,12,0
"2434",2434,"L49613","L",299,308.3,1441,44,48,0
"303",303,"H29716","H",297.8,308.4,1512,35.1,138,0
"1375",1375,"L48554","L",298.8,310.3,1553,36.8,97,0
"1144",1144,"L48323","L",297,307.9,1479,39.2,151,0
"9254",9254,"M24113","M",298.2,309,1508,40.5,192,0
"6789",6789,"M21648","M",301.1,310.6,1410,43.9,73,0
"1886",1886,"L49065","L",298,307.6,1683,32.8,122,0
"9104",9104,"L56283","L",297.3,308.2,1490,41,16,0
"8466",8466,"M23325","M",298.7,309.8,1475,40.5,59,0
"2479",2479,"M17338","M",298.9,308.5,1456,50,156,0
"2633",2633,"M17492","M",300,309.7,1652,28.6,112,0
"5636",5636,"L52815","L",302.6,312.1,1502,47.3,171,0
"1289",1289,"M16148","M",298.5,309.6,1441,48.2,107,0
"8534",8534,"M23393","M",298.6,309.4,1465,41.1,30,0
"3026",3026,"L50205","L",300.5,309.6,1366,50.2,219,0
"2152",2152,"M17011","M",299.3,308.7,1289,51.5,185,0
"3538",3538,"M18397","M",302,311,1980,21.5,20,0
"5799",5799,"L52978","L",301.5,310.9,1600,39,160,0
"8320",8320,"L55499","L",298.7,309.7,1393,45.7,99,0
"942",942,"L48121","L",295.6,306.2,1650,28.2,35,0
"114",114,"M14973","M",298.8,308.6,1486,41.9,92,0
"62",62,"M14921","M",298.8,309,1592,38.2,169,0
"514",514,"L47693","L",297.4,309.2,1428,38.8,26,0
"2392",2392,"L49571","L",299.2,308.4,1580,32.6,142,0
"6818",6818,"M21677","M",301,310.7,1493,48.1,145,0
"1764",1764,"L48943","L",298.2,307.6,1511,31,209,1
"7229",7229,"H36642","H",299.8,309.7,1368,47.4,148,0
"1370",1370,"M16229","M",298.7,310.3,1481,41.5,83,0
"4798",4798,"L51977","L",303.5,312.5,1380,46.1,166,0
"5606",5606,"L52785","L",302.9,312.2,1510,41.4,94,0
"8984",8984,"M23843","M",297,307.7,1261,51.1,130,0
"8104",8104,"M22963","M",300.3,311.9,1429,41.6,184,0
"4664",4664,"L51843","L",303.3,311.3,1389,53.9,39,0
"7198",7198,"L54377","L",300,310,1486,41.8,69,0
"5389",5389,"M20248","M",302.8,312.3,1432,49,218,0
"5660",5660,"M20519","M",302.3,311.5,1674,30,12,0
"1319",1319,"M16178","M",299,310.3,1582,33.3,177,0
"7131",7131,"L54310","L",300.6,309.9,1428,48.8,109,0
"1452",1452,"L48631","L",298.9,310.4,1831,25.4,81,0
"7420",7420,"L54599","L",300.1,311.4,1572,36.2,199,0
"5321",5321,"L52500","L",303.4,312.7,1363,45.5,26,0
"7641",7641,"L54820","L",300.4,311.3,1608,35.1,114,0
"1105",1105,"L48284","L",296.6,307.4,1389,42.7,48,0
"801",801,"M15660","M",297,307.9,1882,24.2,97,0
"3236",3236,"L50415","L",300.8,309.4,1946,20.5,111,0
"134",134,"M14993","M",298.7,308.4,1430,49.6,135,0
"5883",5883,"L53062","L",301.4,311.1,1469,36.9,133,0
"7609",7609,"L54788","L",300.5,311.4,1642,27.1,37,0
"9204",9204,"L56383","L",297.8,308.8,1559,35.2,66,0
"2604",2604,"M17463","M",299.3,309.2,1334,46.3,31,0
"2941",2941,"L50120","L",300.9,309.7,2355,14.4,201,0
"5516",5516,"H34929","H",302.7,312,1484,41.5,65,0
"7415",7415,"L54594","L",300.1,311.1,1619,33.4,186,0
"4599",4599,"L51778","L",303.1,311.2,1399,49.2,111,0
"8767",8767,"L55946","L",297.5,308.8,1360,50.7,190,0
"1434",1434,"L48613","L",298.8,309.8,1363,44,25,0
"8602",8602,"H38015","H",297.4,308.2,1359,46.9,199,0
"1687",1687,"H31100","H",297.9,307.3,1663,28.7,7,0
"1047",1047,"L48226","L",296.4,307.5,1331,47.8,99,0
"967",967,"M15826","M",295.8,306.5,1641,32.2,101,0
"6662",6662,"M21521","M",301.3,310.4,1501,39.8,187,0
"3288",3288,"M18147","M",301.2,310.1,1558,32.6,34,0
"8147",8147,"L55326","L",299.6,310.9,1533,31.8,91,0
"8623",8623,"L55802","L",297.5,308.3,1437,42.3,29,0
"9234",9234,"L56413","L",298.3,309.1,1403,45.1,138,0
"4373",4373,"M19232","M",301.9,309.6,1439,41.7,201,0
"6497",6497,"L53676","L",300.7,309.9,1815,27,190,0
"4112",4112,"M18971","M",302,310.6,1563,41,184,0
"952",952,"H30365","H",295.6,306.3,1509,35.8,60,0
"6801",6801,"M21660","M",301.1,310.6,1310,48.8,103,0
"8734",8734,"M23593","M",297.3,308.7,1447,44.5,105,0
"8188",8188,"L55367","L",299.6,310.9,1448,46.3,196,0
"2821",2821,"L50000","L",300.2,309.5,1436,48.8,135,0
"3844",3844,"L51023","L",302.5,311.2,1227,60.1,167,0
"3443",3443,"M18302","M",301.4,310.5,1495,52.5,201,0
"762",762,"L47941","L",296.7,307.8,1646,34.6,238,0
"1829",1829,"L49008","L",297.8,307.2,1351,56.3,174,0
"7065",7065,"M21924","M",300.8,310.5,1696,29.7,162,0
"4742",4742,"L51921","L",303.2,311.3,1393,52.9,12,0
"5718",5718,"L52897","L",302.3,312,1746,28.1,167,0
"3739",3739,"M18598","M",302.3,311.2,1454,43.8,112,0
"7247",7247,"L54426","L",299.9,310.1,1681,29.1,197,0
"7174",7174,"L54353","L",300.1,310.1,1684,30.8,13,0
"8376",8376,"M23235","M",298.8,309.6,1384,48.2,39,0
"1948",1948,"L49127","L",298.2,308.1,1462,49.9,69,0
"4138",4138,"L51317","L",301.7,310.1,1384,50.5,38,0
"4302",4302,"L51481","L",301.7,310.2,1471,51.1,8,0
"1854",1854,"L49033","L",297.6,307.2,1486,40.6,42,0
"7435",7435,"L54614","L",300,311.4,1508,38.2,18,0
"7323",7323,"H36736","H",299.8,310.2,1573,33.3,168,0
